0,0,0,0.434
0,1,0,0.434
0,2,0,0.434
0,3,0,0.434
1,0,0,0.166
1,1,0,0.166
1,2,0,0.166
1,3,0,0.166
2,0,0,0.166
2,1,0,0.166
2,2,0,0.166
2,3,0,0.166
3,0,0,0.434
3,1,0,0.434
3,2,0,0.434
3,3,0,0.434
